AGRDE_FLAG_NM,BMI_IDEX_GRAD_NM,MBER_SEXDSTN_FLAG_CD,COAW_FLAG_NM,SPORTS_STEP_NM,FLAG_ACCTO_RECOMEND_MVM_RANK_CO,RECOMEND_MVM_NM
"40대","2단계비만","M","2등급","준비운동","3","하지 루틴 스트레칭1"
"40대","2단계비만","M","2등급","준비운동","4","엉덩이 스트레칭"
"40대","2단계비만","M","2등급","준비운동","5","허리 스트레칭"
"40대","2단계비만","M","3등급","마무리운동","1","전신 루틴 스트레칭"
"40대","2단계비만","M","3등급","마무리운동","2","하지 루틴 스트레칭2"
"40대","2단계비만","M","3등급","마무리운동","3","매달려서 다리 들기"
"40대","2단계비만","M","3등급","마무리운동","4","자가근막이완술 루틴 스트레칭"
"40대","2단계비만","M","3등급","마무리운동","5","물속에서 걷기"
"40대","2단계비만","M","3등급","본운동","1","벽에서 팔굽혀 펴기"
"40대","2단계비만","M","3등급","본운동","2","달리기"
"40대","2단계비만","M","3등급","본운동","3","고정식 자전거 타기"
"40대","2단계비만","M","3등급","본운동","4","밴드 머리 뒤로 들어올리기"
"40대","2단계비만","M","3등급","본운동","5","고정식 트레드밀에서 걷기"
"40대","2단계비만","M","3등급","준비운동","1","유산소 운동 전 동적 루틴 스트레칭"
"40대","2단계비만","M","3등급","준비운동","2","전신 루틴 스트레칭"
"40대","2단계비만","M","3등급","준비운동","3","하지 루틴 스트레칭1"
"40대","2단계비만","M","3등급","준비운동","4","엉덩이 스트레칭"
"40대","2단계비만","M","3등급","준비운동","5","허리 스트레칭"
"40대","2단계비만","M","참가증","마무리운동","1","매달려서 다리 들기"
"40대","2단계비만","M","참가증","마무리운동","2","앉아서 밀기"
"40대","2단계비만","M","참가증","마무리운동","3","물속에서 걷기"
"40대","2단계비만","M","참가증","마무리운동","4","누워서 머리 위로 팔꿈치 펴기"
"40대","2단계비만","M","참가증","마무리운동","5","짐볼에 다리 올리고 좌우로 움직이기"
"40대","2단계비만","M","참가증","본운동","1","벽에서 팔굽혀 펴기"
"40대","2단계비만","M","참가증","본운동","2","밴드 머리 뒤로 들어올리기"
"40대","2단계비만","M","참가증","본운동","3","고정식 자전거 타기"
"40대","2단계비만","M","참가증","본운동","4","수영"
"40대","2단계비만","M","참가증","본운동","5","고정식 트레드밀에서 걷기"
"40대","2단계비만","M","참가증","준비운동","1","덤벨 잡고 뒤꿈치 들기"
"40대","2단계비만","M","참가증","준비운동","2","앉아서 밀기"
"40대","2단계비만","M","참가증","준비운동","3","플렉스 바 비틀기"
"40대","2단계비만","M","참가증","준비운동","4","허리 스트레칭"
"40대","2단계비만","M","참가증","준비운동","5","베개 밟고 서기"
"40대","3단계비만","F","1등급","마무리운동","1","밴드 잡고 누워서 다리 밀기"
"40대","3단계비만","F","1등급","마무리운동","2","아쿠아로빅-엉덩관절 회전하기"
"40대","3단계비만","F","1등급","마무리운동","3","아쿠아로빅-옆구리 늘리기"
"40대","3단계비만","F","1등급","마무리운동","4","아쿠아로빅-물당기기/밀기"
"40대","3단계비만","F","1등급","마무리운동","5","밴드 걸고 옆으로 누워 다리 올리기"
"40대","3단계비만","F","1등급","본운동","1","아쿠아로빅-발 닿기"
"40대","3단계비만","F","1등급","본운동","2","아쿠아로빅-몸 기울이기/회전하기"
"40대","3단계비만","F","1등급","본운동","3","줄넘기"
"40대","3단계비만","F","1등급","본운동","4","한발 서서 균형잡기"
"40대","3단계비만","F","1등급","본운동","5","서서 다리 뒤로 차기"
"40대","3단계비만","F","1등급","준비운동","1","짐볼 앉아 양손 대각방향으로 들기"
"40대","3단계비만","F","1등급","준비운동","2","짐볼 앉아 한발 내딛기"
"40대","3단계비만","F","1등급","준비운동","3","회전근개 스트레칭"
"40대","3단계비만","F","1등급","준비운동","4","네발기기 자세에서 다리 위로 뻗어올리기"
"40대","3단계비만","F","1등급","준비운동","5","깍지 끼고 상체 숙이기"
"40대","3단계비만","F","2등급","마무리운동","1","밴드 잡고 누워서 다리 밀기"
"40대","3단계비만","F","2등급","마무리운동","2","아쿠아로빅-엉덩관절 회전하기"
"40대","3단계비만","F","2등급","마무리운동","3","아쿠아로빅-옆구리 늘리기"
"40대","3단계비만","F","2등급","마무리운동","4","아쿠아로빅-물당기기/밀기"
"40대","3단계비만","F","2등급","마무리운동","5","밴드 걸고 옆으로 누워 다리 올리기"
"40대","3단계비만","F","2등급","본운동","1","아쿠아로빅-발 닿기"
"40대","3단계비만","F","2등급","본운동","2","아쿠아로빅-몸 기울이기/회전하기"
"40대","3단계비만","F","2등급","본운동","3","줄넘기"
"40대","3단계비만","F","2등급","본운동","4","한발 서서 균형잡기"
"40대","3단계비만","F","2등급","본운동","5","서서 다리 뒤로 차기"
"40대","3단계비만","F","2등급","준비운동","1","짐볼 앉아 양손 대각방향으로 들기"
"40대","3단계비만","F","2등급","준비운동","2","짐볼 앉아 한발 내딛기"
"40대","3단계비만","F","2등급","준비운동","3","회전근개 스트레칭"
"40대","3단계비만","F","2등급","준비운동","4","깍지 끼고 상체 숙이기"
"40대","3단계비만","F","2등급","준비운동","5","네발기기 자세에서 다리 위로 뻗어올리기"
"40대","3단계비만","F","3등급","마무리운동","1","밴드 잡고 누워서 다리 밀기"
"40대","3단계비만","F","3등급","마무리운동","2","아쿠아로빅-엉덩관절 회전하기"
"40대","3단계비만","F","3등급","마무리운동","3","아쿠아로빅-옆구리 늘리기"
"40대","3단계비만","F","3등급","마무리운동","4","아쿠아로빅-물당기기/밀기"
"40대","3단계비만","F","3등급","마무리운동","5","밴드 걸고 옆으로 누워 다리 올리기"
"40대","3단계비만","F","3등급","본운동","1","아쿠아로빅-발 닿기"
"40대","3단계비만","F","3등급","본운동","2","아쿠아로빅-몸 기울이기/회전하기"
"40대","3단계비만","F","3등급","본운동","3","줄넘기"
"40대","3단계비만","F","3등급","본운동","4","한발 서서 균형잡기"
"40대","3단계비만","F","3등급","본운동","5","서서 다리 뒤로 차기"
"40대","3단계비만","F","3등급","준비운동","1","짐볼 앉아 양손 대각방향으로 들기"
"40대","3단계비만","F","3등급","준비운동","2","짐볼 앉아 한발 내딛기"
"40대","3단계비만","F","3등급","준비운동","3","회전근개 스트레칭"
"40대","3단계비만","F","3등급","준비운동","4","깍지 끼고 상체 숙이기"
"40대","3단계비만","F","3등급","준비운동","5","네발기기 자세에서 다리 위로 뻗어올리기"
"40대","3단계비만","F","참가증","마무리운동","1","밴드 잡고 누워서 다리 밀기"
"40대","3단계비만","F","참가증","마무리운동","2","아쿠아로빅-엉덩관절 회전하기"
"40대","3단계비만","F","참가증","마무리운동","3","아쿠아로빅-옆구리 늘리기"
"40대","3단계비만","F","참가증","마무리운동","4","아쿠아로빅-물당기기/밀기"
"40대","3단계비만","F","참가증","마무리운동","5","밴드 걸고 옆으로 누워 다리 올리기"
"40대","3단계비만","F","참가증","본운동","1","아쿠아로빅-발 닿기"
"40대","3단계비만","F","참가증","본운동","2","아쿠아로빅-몸 기울이기/회전하기"
"40대","3단계비만","F","참가증","본운동","3","한발 서서 균형잡기"
"40대","3단계비만","F","참가증","본운동","4","서서 다리 뒤로 차기"
"40대","3단계비만","F","참가증","본운동","5","어깨 양 옆으로 돌리기"
"40대","3단계비만","F","참가증","준비운동","1","짐볼 앉아 양손 대각방향으로 들기"
"40대","3단계비만","F","참가증","준비운동","2","짐볼 앉아 한발 내딛기"
"40대","3단계비만","F","참가증","준비운동","3","아쿠아로빅-엉덩관절 회전하기"
"40대","3단계비만","F","참가증","준비운동","4","네발기기 자세에서 다리 위로 뻗어올리기"
"40대","3단계비만","F","참가증","준비운동","5","아쿠아로빅-물당기기/밀기"
"40대","3단계비만","M","1등급","마무리운동","1","매달려서 다리 들기"
"40대","3단계비만","M","1등급","마무리운동","2","앉아서 밀기"
"40대","3단계비만","M","1등급","마무리운동","3","밴드 잡고 누워서 다리 밀기"
"40대","3단계비만","M","1등급","마무리운동","4","백 슬라이드"
"40대","3단계비만","M","1등급","마무리운동","5","파워클린"
"40대","3단계비만","M","1등급","본운동","1","아쿠아로빅-발 닿기"
"40대","3단계비만","M","1등급","본운동","2","아쿠아로빅-몸 기울이기/회전하기"
"40대","3단계비만","M","1등급","본운동","3","달리기"
"40대","3단계비만","M","1등급","본운동","4","줄넘기"
"40대","3단계비만","M","1등급","본운동","5","한발 서서 균형잡기"
"40대","3단계비만","M","1등급","준비운동","1","짐볼 앉아 양손 대각방향으로 들기"
"40대","3단계비만","M","1등급","준비운동","2","짐볼 앉아 한발 내딛기"
"40대","3단계비만","M","1등급","준비운동","3","네발기기 자세에서 다리 위로 뻗어올리기"
"40대","3단계비만","M","1등급","준비운동","4","아쿠아로빅-엉덩관절 회전하기"
"40대","3단계비만","M","1등급","준비운동","5","아쿠아로빅-물당기기/밀기"
"40대","3단계비만","M","2등급","마무리운동","1","매달려서 다리 들기"
"40대","3단계비만","M","2등급","마무리운동","2","앉아서 밀기"
"40대","3단계비만","M","2등급","마무리운동","3","밴드 잡고 누워서 다리 밀기"
"40대","3단계비만","M","2등급","마무리운동","4","백 슬라이드"
"40대","3단계비만","M","2등급","마무리운동","5","아쿠아로빅-엉덩관절 회전하기"
"40대","3단계비만","M","2등급","본운동","1","아쿠아로빅-발 닿기"
"40대","3단계비만","M","2등급","본운동","2","아쿠아로빅-몸 기울이기/회전하기"
"40대","3단계비만","M","2등급","본운동","3","달리기"
"40대","3단계비만","M","2등급","본운동","4","줄넘기"
"40대","3단계비만","M","2등급","본운동","5","한발 서서 균형잡기"
"40대","3단계비만","M","2등급","준비운동","1","짐볼 앉아 양손 대각방향으로 들기"
"40대","3단계비만","M","2등급","준비운동","2","짐볼 앉아 한발 내딛기"
"40대","3단계비만","M","2등급","준비운동","3","네발기기 자세에서 다리 위로 뻗어올리기"
"40대","3단계비만","M","2등급","준비운동","4","아쿠아로빅-엉덩관절 회전하기"
"40대","3단계비만","M","2등급","준비운동","5","아쿠아로빅-물당기기/밀기"
"40대","3단계비만","M","3등급","마무리운동","1","매달려서 다리 들기"
"40대","3단계비만","M","3등급","마무리운동","2","앉아서 밀기"
"40대","3단계비만","M","3등급","마무리운동","3","밴드 잡고 누워서 다리 밀기"
"40대","3단계비만","M","3등급","마무리운동","4","백 슬라이드"
"40대","3단계비만","M","3등급","마무리운동","5","아쿠아로빅-엉덩관절 회전하기"
"40대","3단계비만","M","3등급","본운동","1","아쿠아로빅-발 닿기"
"40대","3단계비만","M","3등급","본운동","2","아쿠아로빅-몸 기울이기/회전하기"
"40대","3단계비만","M","3등급","본운동","3","달리기"
"40대","3단계비만","M","3등급","본운동","4","줄넘기"
"40대","3단계비만","M","3등급","본운동","5","한발 서서 균형잡기"
"40대","3단계비만","M","3등급","준비운동","1","짐볼 앉아 양손 대각방향으로 들기"
"40대","3단계비만","M","3등급","준비운동","2","짐볼 앉아 한발 내딛기"
"40대","3단계비만","M","3등급","준비운동","3","네발기기 자세에서 다리 위로 뻗어올리기"
"40대","3단계비만","M","3등급","준비운동","4","아쿠아로빅-엉덩관절 회전하기"
"40대","3단계비만","M","3등급","준비운동","5","아쿠아로빅-물당기기/밀기"
"40대","3단계비만","M","참가증","마무리운동","1","매달려서 다리 들기"
"40대","3단계비만","M","참가증","마무리운동","2","앉아서 밀기"
"40대","3단계비만","M","참가증","마무리운동","3","밴드 잡고 누워서 다리 밀기"
"40대","3단계비만","M","참가증","마무리운동","4","백 슬라이드"
"40대","3단계비만","M","참가증","마무리운동","5","아쿠아로빅-엉덩관절 회전하기"
"40대","3단계비만","M","참가증","본운동","1","아쿠아로빅-발 닿기"
"40대","3단계비만","M","참가증","본운동","2","아쿠아로빅-몸 기울이기/회전하기"
"40대","3단계비만","M","참가증","본운동","3","한발 서서 균형잡기"
"40대","3단계비만","M","참가증","본운동","4","서서 다리 뒤로 차기"
"40대","3단계비만","M","참가증","본운동","5","서서 균형잡으며 몸통 회전하기"
"40대","3단계비만","M","참가증","준비운동","1","짐볼 앉아 양손 대각방향으로 들기"
"40대","3단계비만","M","참가증","준비운동","2","짐볼 앉아 한발 내딛기"
"40대","3단계비만","M","참가증","준비운동","3","네발기기 자세에서 다리 위로 뻗어올리기"
"40대","3단계비만","M","참가증","준비운동","4","아쿠아로빅-엉덩관절 회전하기"
"40대","3단계비만","M","참가증","준비운동","5","아쿠아로빅-물당기기/밀기"
"40대","비만전단계비만","F","1등급","마무리운동","1","옆구리 스트레칭"
"40대","비만전단계비만","F","1등급","마무리운동","2","목 스트레칭"
"40대","비만전단계비만","F","1등급","마무리운동","3","등/어깨 뒤쪽 스트레칭"
"40대","비만전단계비만","F","1등급","마무리운동","4","넙다리 안쪽 스트레칭"
"40대","비만전단계비만","F","1등급","마무리운동","5","넙다리 앞쪽 스트레칭"
"40대","비만전단계비만","F","1등급","본운동","1","달리기"
"40대","비만전단계비만","F","1등급","본운동","2","엎드려 버티기"
"40대","비만전단계비만","F","1등급","본운동","3","엎드려서 팔 다리 들기"
"40대","비만전단계비만","F","1등급","본운동","4","트레드밀에서 걷기"
"40대","비만전단계비만","F","1등급","본운동","5","앉았다 일어서기"
"40대","비만전단계비만","F","1등급","준비운동","1","유산소 운동 전 동적 루틴 스트레칭"
"40대","비만전단계비만","F","1등급","준비운동","2","옆구리 스트레칭"
"40대","비만전단계비만","F","1등급","준비운동","3","배스트레칭"
"40대","비만전단계비만","F","1등급","준비운동","4","목 스트레칭"
"40대","비만전단계비만","F","1등급","준비운동","5","허리 스트레칭"
"40대","비만전단계비만","F","2등급","마무리운동","1","목 스트레칭"
"40대","비만전단계비만","F","2등급","마무리운동","2","넙다리 안쪽 스트레칭"
"40대","비만전단계비만","F","2등급","마무리운동","3","옆구리 스트레칭"
"40대","비만전단계비만","F","2등급","마무리운동","4","등/어깨 뒤쪽 스트레칭"
"40대","비만전단계비만","F","2등급","마무리운동","5","넙다리 앞쪽 스트레칭"
"40대","비만전단계비만","F","2등급","본운동","1","달리기"
"40대","비만전단계비만","F","2등급","본운동","2","엎드려 버티기"
"40대","비만전단계비만","F","2등급","본운동","3","트레드밀에서 걷기"
"40대","비만전단계비만","F","2등급","본운동","4","엎드려서 팔 다리 들기"
"40대","비만전단계비만","F","2등급","본운동","5","누워서 다리 들어올리기"
"40대","비만전단계비만","F","2등급","준비운동","1","유산소 운동 전 동적 루틴 스트레칭"
"40대","비만전단계비만","F","2등급","준비운동","2","옆구리 스트레칭"
"40대","비만전단계비만","F","2등급","준비운동","3","배스트레칭"
"40대","비만전단계비만","F","2등급","준비운동","4","허리 스트레칭"
"40대","비만전단계비만","F","2등급","준비운동","5","하지 루틴 스트레칭1"
"40대","비만전단계비만","F","3등급","마무리운동","1","옆구리 스트레칭"
"40대","비만전단계비만","F","3등급","마무리운동","2","목 스트레칭"
"40대","비만전단계비만","F","3등급","마무리운동","3","등/어깨 뒤쪽 스트레칭"
"40대","비만전단계비만","F","3등급","마무리운동","4","넙다리 안쪽 스트레칭"
"40대","비만전단계비만","F","3등급","마무리운동","5","넙다리 앞쪽 스트레칭"
"40대","비만전단계비만","F","3등급","본운동","1","달리기"
"40대","비만전단계비만","F","3등급","본운동","2","엎드려 버티기"
"40대","비만전단계비만","F","3등급","본운동","3","트레드밀에서 걷기"
"40대","비만전단계비만","F","3등급","본운동","4","엎드려서 팔 다리 들기"
"40대","비만전단계비만","F","3등급","본운동","5","앉았다 일어서기"
"40대","비만전단계비만","F","3등급","준비운동","1","유산소 운동 전 동적 루틴 스트레칭"
"40대","비만전단계비만","F","3등급","준비운동","2","옆구리 스트레칭"
"40대","비만전단계비만","F","3등급","준비운동","3","배스트레칭"
"40대","비만전단계비만","F","3등급","준비운동","4","목 스트레칭"
"40대","비만전단계비만","F","3등급","준비운동","5","허리 스트레칭"
"40대","비만전단계비만","F","참가증","마무리운동","1","계단 두발 뛰기"
"40대","비만전단계비만","F","참가증","마무리운동","2","줄넘기"
"40대","비만전단계비만","F","참가증","마무리운동","3","스텝퍼 뛰어서 오르내리기"
"40대","비만전단계비만","F","참가증","마무리운동","4","옆구리 스트레칭"
"40대","비만전단계비만","F","참가증","마무리운동","5","옆으로 펀치하기"
"40대","비만전단계비만","F","참가증","본운동","1","엎드려서 팔 다리 들기"
"40대","비만전단계비만","F","참가증","본운동","2","옆구리 스트레칭"
"40대","비만전단계비만","F","참가증","본운동","3","누워서 수직으로 다리 들어올리기"
"40대","비만전단계비만","F","참가증","본운동","4","짐볼을 이용한 동적 루틴 스트레칭"
"40대","비만전단계비만","F","참가증","본운동","5","누워서 다리 들어올리기"
"40대","비만전단계비만","F","참가증","준비운동","1","물병 옆으로 들어올리기"
"40대","비만전단계비만","F","참가증","준비운동","2","앉아서 다리 굽히기"
"40대","비만전단계비만","F","참가증","준비운동","3","한발 앞으로 내밀고 앉았다 일어서기"
"40대","비만전단계비만","F","참가증","준비운동","4","옆구리 스트레칭"
"40대","비만전단계비만","F","참가증","준비운동","5","스텝퍼 뛰어서 오르내리기"
"40대","비만전단계비만","M","1등급","마무리운동","1","등/어깨 뒤쪽 스트레칭"
"40대","비만전단계비만","M","1등급","마무리운동","2","옆구리 스트레칭"
"40대","비만전단계비만","M","1등급","마무리운동","3","목 스트레칭"
"40대","비만전단계비만","M","1등급","마무리운동","4","전신 루틴 스트레칭"
"40대","비만전단계비만","M","1등급","마무리운동","5","넙다리 앞쪽 스트레칭"
"40대","비만전단계비만","M","1등급","본운동","1","달리기"
"40대","비만전단계비만","M","1등급","본운동","2","턱걸이"
"40대","비만전단계비만","M","1등급","본운동","3","윗몸올리기"
"40대","비만전단계비만","M","1등급","본운동","4","무릎 높여 제자리 달리기"
"40대","비만전단계비만","M","1등급","본운동","5","버피운동"
"40대","비만전단계비만","M","1등급","준비운동","1","유산소 운동 전 동적 루틴 스트레칭"
"40대","비만전단계비만","M","1등급","준비운동","2","허리 스트레칭"
"40대","비만전단계비만","M","1등급","준비운동","3","가슴/어깨 앞쪽 스트레칭"
"40대","비만전단계비만","M","1등급","준비운동","4","자가근막이완술 루틴 스트레칭"
"40대","비만전단계비만","M","1등급","준비운동","5","줄넘기"
"40대","비만전단계비만","M","2등급","마무리운동","1","등/어깨 뒤쪽 스트레칭"
"40대","비만전단계비만","M","2등급","마무리운동","2","옆구리 스트레칭"
"40대","비만전단계비만","M","2등급","마무리운동","3","목 스트레칭"
"40대","비만전단계비만","M","2등급","마무리운동","4","전신 루틴 스트레칭"
"40대","비만전단계비만","M","2등급","마무리운동","5","넙다리 안쪽 스트레칭"
"40대","비만전단계비만","M","2등급","본운동","1","달리기"
"40대","비만전단계비만","M","2등급","본운동","2","턱걸이"
"40대","비만전단계비만","M","2등급","본운동","3","윗몸올리기"
"40대","비만전단계비만","M","2등급","본운동","4","무릎 높여 제자리 달리기"
"40대","비만전단계비만","M","2등급","본운동","5","수영"
"40대","비만전단계비만","M","2등급","준비운동","1","유산소 운동 전 동적 루틴 스트레칭"
"40대","비만전단계비만","M","2등급","준비운동","2","허리 스트레칭"
"40대","비만전단계비만","M","2등급","준비운동","3","가슴/어깨 앞쪽 스트레칭"
"40대","비만전단계비만","M","2등급","준비운동","4","자가근막이완술 루틴 스트레칭"
"40대","비만전단계비만","M","2등급","준비운동","5","옆구리 스트레칭"
"40대","비만전단계비만","M","3등급","마무리운동","1","등/어깨 뒤쪽 스트레칭"
"40대","비만전단계비만","M","3등급","마무리운동","2","옆구리 스트레칭"
"40대","비만전단계비만","M","3등급","마무리운동","3","목 스트레칭"
"40대","비만전단계비만","M","3등급","마무리운동","4","전신 루틴 스트레칭"
"40대","비만전단계비만","M","3등급","마무리운동","5","넙다리 앞쪽 스트레칭"
"40대","비만전단계비만","M","3등급","본운동","1","달리기"
"40대","비만전단계비만","M","3등급","본운동","2","턱걸이"
"40대","비만전단계비만","M","3등급","본운동","3","윗몸올리기"
"40대","비만전단계비만","M","3등급","본운동","4","실외 자전거타기"
"40대","비만전단계비만","M","3등급","본운동","5","무릎 높여 제자리 달리기"
"40대","비만전단계비만","M","3등급","준비운동","1","유산소 운동 전 동적 루틴 스트레칭"
"40대","비만전단계비만","M","3등급","준비운동","2","허리 스트레칭"
"40대","비만전단계비만","M","3등급","준비운동","3","옆구리 스트레칭"
"40대","비만전단계비만","M","3등급","준비운동","4","가슴/어깨 앞쪽 스트레칭"
"40대","비만전단계비만","M","3등급","준비운동","5","넙다리 뒤쪽 스트레칭"
"40대","비만전단계비만","M","참가증","마무리운동","1","매달려서 다리 들기"
"40대","비만전단계비만","M","참가증","마무리운동","2","좌식생활자를 위한 동적 루틴 스트레칭"
"40대","비만전단계비만","M","참가증","마무리운동","3","앉아서 밀기"
"40대","비만전단계비만","M","참가증","마무리운동","4","계단 두발 뛰기"
"40대","비만전단계비만","M","참가증","마무리운동","5","작은 공을 이용한 동적 루틴 스트레칭"
"40대","비만전단계비만","M","참가증","본운동","1","누워서 밀기"
"40대","비만전단계비만","M","참가증","본운동","2","짐볼을 이용한 동적 루틴 스트레칭"
"40대","비만전단계비만","M","참가증","본운동","3","누워서 수직으로 다리 들어올리기"
"40대","비만전단계비만","M","참가증","본운동","4","옆구리 스트레칭"
"40대","비만전단계비만","M","참가증","본운동","5","턱걸이"
"40대","비만전단계비만","M","참가증","준비운동","1","줄넘기"
"40대","비만전단계비만","M","참가증","준비운동","2","스텝퍼 뛰어서 오르내리기"
"40대","비만전단계비만","M","참가증","준비운동","3","앉았다 일어서기"
"40대","비만전단계비만","M","참가증","준비운동","4","누워서 엉덩이 들어올리기"
"40대","비만전단계비만","M","참가증","준비운동","5","손 뻗어 윗몸 일으키기"
"40대","저체중","F","1등급","마무리운동","1","다리 모아 상체 숙이기"
"40대","저체중","F","1등급","마무리운동","2","흔들어 체조"
"40대","저체중","F","1등급","마무리운동","3","거북이 스트레칭"
"40대","저체중","F","1등급","마무리운동","4","앉아 윗몸 앞으로 굽히기"
"40대","저체중","F","1등급","마무리운동","5","다리 벌려 앞으로 상체 숙이기"
"40대","저체중","F","1등급","본운동","1","벽패스"
"40대","저체중","F","1등급","본운동","2","맨몸운동  루틴프로그램"
"40대","저체중","F","1등급","본운동","3","팔굽혀펴기"
"40대","저체중","F","1등급","본운동","4","공 양손으로 주고 받기"
"40대","저체중","F","1등급","본운동","5","왕복달리기"
"40대","저체중","F","1등급","준비운동","1","팔굽혀펴기"
"40대","저체중","F","1등급","준비운동","2","제자리 뛰기"
"40대","저체중","F","1등급","준비운동","3","거북이 스트레칭"
"40대","저체중","F","1등급","준비운동","4","다리 벌려 앞으로 상체 숙이기"
"40대","저체중","F","1등급","준비운동","5","누워서 뒤로 팔굽혀펴기"
"40대","저체중","F","2등급","마무리운동","1","다리 모아 상체 숙이기"
"40대","저체중","F","2등급","마무리운동","2","흔들어 체조"
"40대","저체중","F","2등급","마무리운동","3","거북이 스트레칭"
"40대","저체중","F","2등급","마무리운동","4","앉아 윗몸 앞으로 굽히기"
"40대","저체중","F","2등급","마무리운동","5","다리 벌려 앞으로 상체 숙이기"
"40대","저체중","F","2등급","본운동","1","벽패스"
"40대","저체중","F","2등급","본운동","2","맨몸운동  루틴프로그램"
"40대","저체중","F","2등급","본운동","3","팔굽혀펴기"
"40대","저체중","F","2등급","본운동","4","공 양손으로 주고 받기"
"40대","저체중","F","2등급","본운동","5","왕복달리기"
"40대","저체중","F","2등급","준비운동","1","팔굽혀펴기"
"40대","저체중","F","2등급","준비운동","2","제자리 뛰기"
"40대","저체중","F","2등급","준비운동","3","거북이 스트레칭"
"40대","저체중","F","2등급","준비운동","4","다리 벌려 앞으로 상체 숙이기"
"40대","저체중","F","2등급","준비운동","5","누워서 뒤로 팔굽혀펴기"
"40대","저체중","F","3등급","마무리운동","1","다리 모아 상체 숙이기"
"40대","저체중","F","3등급","마무리운동","2","흔들어 체조"
"40대","저체중","F","3등급","마무리운동","3","거북이 스트레칭"
"40대","저체중","F","3등급","마무리운동","4","앉아 윗몸 앞으로 굽히기"
"40대","저체중","F","3등급","마무리운동","5","다리 벌려 앞으로 상체 숙이기"
"40대","저체중","F","3등급","본운동","1","벽패스"
"40대","저체중","F","3등급","본운동","2","맨몸운동  루틴프로그램"
"40대","저체중","F","3등급","본운동","3","팔굽혀펴기"
"40대","저체중","F","3등급","본운동","4","공 양손으로 주고 받기"
"40대","저체중","F","3등급","본운동","5","왕복달리기"
"40대","저체중","F","3등급","준비운동","1","팔굽혀펴기"
"40대","저체중","F","3등급","준비운동","2","제자리 뛰기"
"40대","저체중","F","3등급","준비운동","3","거북이 스트레칭"
"40대","저체중","F","3등급","준비운동","4","다리 벌려 앞으로 상체 숙이기"
"40대","저체중","F","3등급","준비운동","5","누워서 뒤로 팔굽혀펴기"
"40대","저체중","F","참가증","마무리운동","1","다리 모아 상체 숙이기"
"40대","저체중","F","참가증","마무리운동","2","흔들어 체조"
"40대","저체중","F","참가증","마무리운동","3","거북이 스트레칭"
"40대","저체중","F","참가증","마무리운동","4","앉아 윗몸 앞으로 굽히기"
"40대","저체중","F","참가증","마무리운동","5","다리 벌려 앞으로 상체 숙이기"
"40대","저체중","F","참가증","본운동","1","벽패스"
"40대","저체중","F","참가증","본운동","2","팔굽혀펴기"
"40대","저체중","F","참가증","본운동","3","공 양손으로 주고 받기"
"40대","저체중","F","참가증","본운동","4","왕복달리기"
"40대","저체중","F","참가증","본운동","5","잔발치기"
"40대","저체중","F","참가증","준비운동","1","팔굽혀펴기"
"40대","저체중","F","참가증","준비운동","2","제자리 뛰기"
"40대","저체중","F","참가증","준비운동","3","거북이 스트레칭"
"40대","저체중","F","참가증","준비운동","4","다리 벌려 앞으로 상체 숙이기"
"40대","저체중","F","참가증","준비운동","5","누워서 뒤로 팔굽혀펴기"
"40대","저체중","M","1등급","마무리운동","1","흔들어 체조"
"40대","저체중","M","1등급","마무리운동","2","거북이 스트레칭"
"40대","저체중","M","1등급","마무리운동","3","다리 모아 상체 숙이기"
"40대","저체중","M","1등급","마무리운동","4","다리 벌려 앞으로 상체 숙이기"
"40대","저체중","M","1등급","마무리운동","5","앉아 윗몸 앞으로 굽히기"
"40대","저체중","M","1등급","본운동","1","맨몸운동  루틴프로그램"
"40대","저체중","M","1등급","본운동","2","팔굽혀펴기"
"40대","저체중","M","1등급","본운동","3","벽패스"
"40대","저체중","M","1등급","본운동","4","왕복달리기"
"40대","저체중","M","1등급","본운동","5","조깅"
"40대","저체중","M","1등급","준비운동","1","팔굽혀펴기"
"40대","저체중","M","1등급","준비운동","2","거북이 스트레칭"
"40대","저체중","M","1등급","준비운동","3","제자리 뛰기"
"40대","저체중","M","1등급","준비운동","4","다리 벌려 앞으로 상체 숙이기"
"40대","저체중","M","1등급","준비운동","5","다리 벌려 옆으로 상체 숙이기"
"40대","저체중","M","2등급","마무리운동","1","흔들어 체조"
"40대","저체중","M","2등급","마무리운동","2","거북이 스트레칭"
"40대","저체중","M","2등급","마무리운동","3","다리 모아 상체 숙이기"
"40대","저체중","M","2등급","마무리운동","4","다리 벌려 앞으로 상체 숙이기"
"40대","저체중","M","2등급","마무리운동","5","앉아 윗몸 앞으로 굽히기"
"40대","저체중","M","2등급","본운동","1","맨몸운동  루틴프로그램"
"40대","저체중","M","2등급","본운동","2","팔굽혀펴기"
"40대","저체중","M","2등급","본운동","3","벽패스"
"40대","저체중","M","2등급","본운동","4","조깅"
"40대","저체중","M","2등급","본운동","5","왕복달리기"
"40대","저체중","M","2등급","준비운동","1","팔굽혀펴기"
"40대","저체중","M","2등급","준비운동","2","거북이 스트레칭"
"40대","저체중","M","2등급","준비운동","3","제자리 뛰기"
"40대","저체중","M","2등급","준비운동","4","다리 벌려 앞으로 상체 숙이기"
"40대","저체중","M","2등급","준비운동","5","다리 벌려 옆으로 상체 숙이기"
"40대","저체중","M","3등급","마무리운동","1","흔들어 체조"
